Stock Ticker,Latest Price,EPS,P/E Ratio,Book Value,P/B Ratio,Mean Daily Return,95% CI Low,95% CI High
MAZDOCK.NS,2432.550048828125,68.11,35.71502053777896,180.673,13.463827184073574,0.004655466196382977,0.0013611378560581385,0.007949794536707817
